IQ,HStudied,QualityHS,Grade
97.1026541653276,70.026793817677,5.12578291824664,4.73772206728396
99.7593608214159,51.786134880421,0.600330145191744,4.09934972226052
98.7516706877507,29.3882620104713,2.46827529448402,3.50086483862132
99.6908326641304,65.2567221149169,5.79627584431691,4.62985822854597
101.539382384461,80.3356022273302,1.38145518916554,5.18874629633602
101.454945657874,33.8145676750737,4.46436819078433,3.81735870651001
99.6597854365205,73.5279139251072,0.729064482622577,4.85037837734658
99.8343962713087,54.0019407014732,3.16414719849187,4.22290016406578
99.0989013557607,57.760456461272,0.854001698913108,4.27219312578719
101.701218814461,120.562260141282,1.03306140968322,6.30756690178215
98.3391272482519,153.615099971502,0.326448654418004,7.23603410078493
101.329382597248,119.1883694967,2.44273732798968,6.25594037005966
99.9466397223908,65.9492705876559,2.48951826307133,4.61294379270512
100.473268766649,56.2081831234734,0.898230129281607,4.25902698442074
98.6839678467054,116.24160101802,0.758311535019663,6.10187769541925
101.655497749885,72.1708946520638,0.504102958427438,4.74204622833278
98.9031396283499,57.7115768603535,0.510156381871339,4.26133687582681
101.554234530851,87.4734021281357,0.511226192435548,5.17011044706252
100.776833092909,97.4900666450318,0.325937340612104,5.58118041616147
101.626742139853,137.752211636586,5.19266413846154,6.88395923964843
99.8534091434991,57.4424662659066,0.837725781332828,4.26556572843402
99.2630815444779,204.276642133213,0.460625937549725,8.83663695343716
100.632323602022,65.6213074150954,1.06330505621412,4.66776646743999
101.366044476931,122.967123154945,1.11615513226942,6.33987003149288
99.964080297315,76.2684329270459,1.35795543488354,4.93127496772311
99.6464777975334,72.7973672971648,0.320921883092118,4.78986828605533
102.432104014009,119.785929871353,0.80363511319662,6.31284585104086
99.0274892723019,147.296736647038,2.27823470269841,7.15357695790732
101.596381903666,141.329799693997,1.31107134657354,7.04713024557587
102.256027979274,164.010208709857,0.460655155765221,7.7020678257848
98.3709718464856,78.9141606327327,1.6783492838237,4.99926656242338
100.913546108491,88.1078503859635,1.63183652469831,5.35545142336106
100.3460848512,199.516316576892,3.02293193829466,8.78628309204873
96.7836318648611,48.2339463015604,9.10179267137607,4.17710047825461
98.4881403286973,66.702983729491,0.237988066742986,4.49826052647479
100.605008208232,140.111734217131,1.15657231747844,6.87714789723225
101.047050381715,33.1701781797639,1.41790818408144,3.55879635410358
99.8816936269754,134.676356941906,0.726210433474095,6.73571771622317
100.150338661153,132.664096937573,1.24284739542749,6.7000730659309
101.925505113791,80.837585214665,0.803351742652307,4.98638813258199
100.708374587605,111.139014710984,1.19688719434948,6.00577206134657
100.003227159797,96.1562070160371,1.21688641511133,5.54388962581288
103.945795918541,106.275567487221,0.508219643803662,6.04234052462741
102.837554016662,158.783931297438,1.10853833175998,7.51174096007243
100.306721475294,102.748769680572,3.30579430649067,5.8133668545587
97.1639226592287,64.6410468630908,0.694458368751082,4.51002673922284
99.4825867118804,94.8866576846189,1.52523913427937,5.47454984156037
98.9091123238017,90.9493312586015,0.708552990607083,5.34462685202162
101.005296522784,124.910885175885,0.531787939391552,6.42032388426238
100.358665711542,163.368676000815,0.626624708612839,7.6720209815768
100.780044808029,122.678068999465,1.48227177146692,6.34380812409148
